Date,Austria,Belgio,Bulgaria,Repubblica Ceca,Germania,Danimarca,Spagna,Estonia,Finlandia,Francia,Grecia,Croazia,Ungaria,Irlanda,Italia,Lituania,Lussemburgo,Lettonia,Paesi Bassi,Norvegia,Polonia,Portogallo,Romania,Russia EU,Slovacchia,Slovenia,Svezia,Turchia EU,Ucraina
22-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.044455069,-0.404745626,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.017198188,-0.037514205,-0.035553177,-0.187183465,-0.014246298,-0.011775162,-0.006086043,-0.111409833,-0.031976535,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.021384025,-0.009316377,-0.039044076,-0.210429735,-0.076506182
23-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.017198188,-0.037514205,-0.035553177,-0.187183465,-0.014246298,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.019770155,-0.008704932,-0.039044076,-0.210429735,-0.076506182
24-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.016416329,-0.037514205,-0.035553177,-0.187183465,-0.013692183,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.018156285,-0.008704932,-0.039044076,-0.210429735,-0.076506182
25-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.015634471,-0.037514205,-0.035553177,-0.187183465,-0.013138068,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
26-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.014852613,-0.037514205,-0.035553177,-0.187183465,-0.012583953,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
27-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.014070755,-0.037514205,-0.035553177,-0.187183465,-0.012029838,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
28-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.013288897,-0.037514205,-0.035553177,-0.187183465,-0.011475723,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
29-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.012507038,-0.037514205,-0.035553177,-0.187183465,-0.010921608,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
30-04-2020,-0.042123843,-0.099206479,-0.004755989,-0.040250437,-0.376049112,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.063540639,-0.01172518,-0.037514205,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.133593911,-0.04980643,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
01-05-2020,-0.042123843,-0.095424662,-0.004755989,-0.040250437,-0.337285051,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.060553356,-0.01172518,-0.035717993,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.119457089,-0.047619927,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
02-05-2020,-0.042123843,-0.091642845,-0.004755989,-0.040250437,-0.298520991,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.057566072,-0.01172518,-0.03392178,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.105320267,-0.045433423,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
03-05-2020,-0.042123843,-0.087861029,-0.004755989,-0.040250437,-0.25975693,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.054578789,-0.01172518,-0.032125568,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.091183444,-0.04324692,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
04-05-2020,-0.042123843,-0.084079212,-0.004755989,-0.040250437,-0.22099287,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.051591506,-0.01172518,-0.030329355,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.077046622,-0.041060417,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
05-05-2020,-0.042123843,-0.080297395,-0.004755989,-0.040250437,-0.18222881,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.048604223,-0.01172518,-0.028533143,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.0629098,-0.038873914,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
06-05-2020,-0.042123843,-0.076515578,-0.004755989,-0.040250437,-0.143464749,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.04561694,-0.01172518,-0.02673693,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.048772978,-0.036687411,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
07-05-2020,-0.042123843,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.339940901,-0.042629657,-0.01172518,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.034636155,-0.034500908,-0.055955408,-1.122398983,-0.016542415,-0.008704932,-0.039044076,-0.210429735,-0.076506182
08-05-2020,-0.042123843,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.3275287,-0.042629657,-0.010539726,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.006086043,-0.111409833,-0.029965804,-0.034636155,-0.034500908,-0.055955408,-1.122398983,-0.014942082,-0.008704932,-0.039044076,-0.189878791,-0.076506182
09-05-2020,-0.042123843,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.315116499,-0.042629657,-0.009354271,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.005500716,-0.111409833,-0.029965804,-0.034636155,-0.034500908,-0.055955408,-1.054339703,-0.013341749,-0.008704932,-0.039044076,-0.169327846,-0.076506182
10-05-2020,-0.042123843,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.007195591,-0.027305159,-0.302704298,-0.042629657,-0.008168817,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.004915389,-0.111409833,-0.029965804,-0.034636155,-0.034500908,-0.055955408,-0.986280422,-0.011741416,-0.008704932,-0.039044076,-0.148776902,-0.076506182
11-05-2020,-0.042123843,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.007195591,-0.024562137,-0.290292097,-0.042629657,-0.006983363,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.004330062,-0.111409833,-0.029965804,-0.034636155,-0.034500908,-0.055955408,-0.918221141,-0.010141083,-0.008704932,-0.039044076,-0.128225958,-0.076506182
12-05-2020,-0.037844745,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.006449361,-0.021819116,-0.277879896,-0.042629657,-0.005797908,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.003744735,-0.111409833,-0.026933224,-0.034636155,-0.034500908,-0.052856742,-0.85016186,-0.00854075,-0.008704932,-0.035482367,-0.107675014,-0.076506182
13-05-2020,-0.033565648,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.005703131,-0.019076094,-0.265467695,-0.042629657,-0.004612454,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.003159408,-0.111409833,-0.023900645,-0.034636155,-0.034500908,-0.049758077,-0.78210258,-0.006940417,-0.008704932,-0.031920658,-0.08712407,-0.076506182
14-05-2020,-0.02928655,-0.072733761,-0.004755989,-0.040250437,-0.104700689,-0.026819691,-0.189512705,-0.004956901,-0.016333072,-0.253055494,-0.042629657,-0.003427,-0.024940718,-0.035553177,-0.187183465,-0.010367494,-0.011414021,-0.002574082,-0.111409833,-0.020868066,-0.034636155,-0.034500908,-0.046659411,-0.714043299,-0.005340084,-0.008704932,-0.028358949,-0.066573125,-0.076506182
15-05-2020,-0.025007452,-0.066891546,-0.004755989,-0.040250437,-0.104700689,-0.024127286,-0.189512705,-0.004210671,-0.01359005,-0.253055494,-0.042629657,-0.003427,-0.022395384,-0.03413002,-0.167957616,-0.00932754,-0.011414021,-0.001988755,-0.111409833,-0.017835487,-0.034636155,-0.034500908,-0.043560746,-0.645984018,-0.005340084,-0.007830779,-0.02479724,-0.066573125,-0.076506182
16-05-2020,-0.020728354,-0.061049331,-0.004076562,-0.040250437,-0.104700689,-0.021434881,-0.189512705,-0.003464442,-0.010847028,-0.253055494,-0.042629657,-0.003427,-0.019850051,-0.032706863,-0.148731766,-0.008287586,-0.011414021,-0.001988755,-0.111409833,-0.014802907,-0.034636155,-0.034500908,-0.04046208,-0.645984018,-0.005340084,-0.006956625,-0.021235531,-0.066573125,-0.076506182
17-05-2020,-0.016449256,-0.055207116,-0.003397135,-0.040250437,-0.104700689,-0.018742475,-0.189512705,-0.002718212,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.017304717,-0.031283706,-0.129505916,-0.007247633,-0.011414021,-0.001988755,-0.111409833,-0.011770328,-0.034636155,-0.034500908,-0.037363415,-0.645984018,-0.005340084,-0.006082472,-0.017673822,-0.066573125,-0.076506182
18-05-2020,-0.012170158,-0.049364901,-0.002717708,-0.040250437,-0.104700689,-0.01605007,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.014759383,-0.029860549,-0.110280066,-0.006207679,-0.011414021,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.005208319,-0.014112114,-0.066573125,-0.076506182
19-05-2020,-0.012170158,-0.043522686,-0.002038281,-0.040250437,-0.104700689,-0.013357665,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.01221405,-0.028437392,-0.091054217,-0.005167725,-0.011414021,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.004334165,-0.014112114,-0.066573125,-0.068848518
20-05-2020,-0.012170158,-0.037680471,-0.001358854,-0.040250437,-0.104700689,-0.01066526,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.009668716,-0.027014235,-0.071828367,-0.004127772,-0.011414021,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.003460012,-0.014112114,-0.105893585,-0.061190854
21-05-2020,-0.012170158,-0.031838256,-0.000679427,-0.040250437,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.011414021,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.145214045,-0.05353319
22-05-2020,-0.012170158,-0.031838256,0,-0.035988997,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.010230842,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.184534504,-0.045875526
23-05-2020,-0.012170158,-0.031838256,0,-0.031727556,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.009047663,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.223854964,-0.038217863
24-05-2020,-0.012170158,-0.031838256,0,-0.027466116,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.007864484,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.244405908,-0.030560199
25-05-2020,-0.012170158,-0.031838256,0,-0.023204676,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.006681305,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.264956852,-0.022902535
26-05-2020,-0.012170158,-0.031838256,0,-0.018943236,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.005498126,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.285507797,-0.022902535
27-05-2020,-0.012170158,-0.031838256,0,-0.014681796,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.004314947,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.266738281,-0.022902535
28-05-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.189512705,-0.001971982,-0.008104007,-0.253055494,-0.042629657,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.111409833,-0.008737749,-0.034636155,-0.034500908,-0.034264749,-0.645984018,-0.005340084,-0.002585858,-0.014112114,-0.247968766,-0.022902535
29-05-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.171032392,-0.001971982,-0.008104007,-0.253055494,-0.038603043,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.102038173,-0.008737749,-0.034636155,-0.031036187,-0.030810418,-0.582323649,-0.005340084,-0.002585858,-0.014112114,-0.208648306,-0.022902535
30-05-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.152552079,-0.001971982,-0.008104007,-0.227220657,-0.034576428,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.092666514,-0.008737749,-0.034636155,-0.027571466,-0.027356087,-0.518663279,-0.005340084,-0.002585858,-0.014112114,-0.169327846,-0.022902535
31-05-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.134071766,-0.001971982,-0.008104007,-0.20138582,-0.030549813,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.083294854,-0.008737749,-0.034636155,-0.024106746,-0.023901756,-0.45500291,-0.005340084,-0.002585858,-0.014112114,-0.148776902,-0.022902535
01-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.115591453,-0.001971982,-0.008104007,-0.175550983,-0.026523199,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.073923195,-0.008737749,-0.034636155,-0.020642025,-0.020447425,-0.391342541,-0.005340084,-0.002585858,-0.014112114,-0.128225958,-0.022902535
02-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.097111141,-0.001971982,-0.008104007,-0.149716146,-0.022496584,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.064551536,-0.008737749,-0.034636155,-0.017177305,-0.016993094,-0.327682171,-0.005340084,-0.002585858,-0.014112114,-0.107675014,-0.022902535
03-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.078630828,-0.001971982,-0.008104007,-0.123881309,-0.018469969,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.055179876,-0.008737749,-0.034636155,-0.013712584,-0.013538763,-0.264021802,-0.005340084,-0.002585858,-0.014112114,-0.08712407,-0.022902535
04-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.098046472,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
05-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
06-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
07-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
08-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
09-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
10-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
11-06-2020,-0.012170158,-0.031838256,0,-0.010420356,-0.104700689,-0.007972855,-0.060150515,-0.001971982,-0.008104007,-0.072211635,-0.014443355,-0.003427,-0.007123383,-0.025591078,-0.052602517,-0.003087818,-0.003131768,-0.001988755,-0.045808217,-0.008737749,-0.034636155,-0.010247863,-0.010084432,-0.200361433,-0.005340084,-0.002585858,-0.014112114,-0.066573125,-0.022902535
